time,application,input
2025-11-13 13:41:40.693,New Tab - Google Chrome,e
2025-11-13 13:41:40.809,New Tab - Google Chrome,[space]
2025-11-13 13:41:40.887,New Tab - Google Chrome,i
2025-11-13 13:41:40.988,New Tab - Google Chrome,f
2025-11-13 13:41:41.059,New Tab - Google Chrome,[space]
2025-11-13 13:41:41.240,New Tab - Google Chrome,t
2025-11-13 13:41:41.314,New Tab - Google Chrome,h
2025-11-13 13:41:41.429,New Tab - Google Chrome,e
2025-11-13 13:41:41.608,New Tab - Google Chrome,[space]
2025-11-13 13:41:41.917,New Tab - Google Chrome,c
2025-11-13 13:41:42.042,New Tab - Google Chrome,a
2025-11-13 13:41:42.118,New Tab - Google Chrome,n
2025-11-13 13:41:42.259,New Tab - Google Chrome,[space]
2025-11-13 13:44:13.030,Unknown,[cmd]
2025-11-13 13:44:14.053,Search,n
2025-11-13 13:44:14.944,Search,o
2025-11-13 13:44:15.134,Search,t
2025-11-13 13:44:15.364,Search,e
2025-11-13 13:44:17.119,Search,[enter]
2025-11-13 13:44:19.982,Untitled - Notepad,t
2025-11-13 13:44:20.136,*t - Notepad,e
2025-11-13 13:44:20.268,*te - Notepad,s
2025-11-13 13:44:20.318,*tes - Notepad,t
2025-11-13 13:44:20.511,*test - Notepad,d
2025-11-13 13:44:20.625,*testd - Notepad,a
2025-11-13 13:44:20.661,*testda - Notepad,t
2025-11-13 13:44:20.769,*testdat - Notepad,a
2025-11-13 13:44:21.267,*testdata - Notepad,[shift]
2025-11-13 13:44:21.488,*testdata - Notepad,@
2025-11-13 13:44:22.687,*testdata@ - Notepad,r
2025-11-13 13:44:22.765,*testdata@r - Notepad,i
2025-11-13 13:44:22.889,*testdata@ri - Notepad,t
2025-11-13 13:44:23.292,*testdata@rit - Notepad,.
2025-11-13 13:44:23.382,*testdata@rit. - Notepad,e
2025-11-13 13:44:23.520,*testdata@rit.e - Notepad,d
2025-11-13 13:44:23.623,*testdata@rit.ed - Notepad,u
2025-11-13 13:44:23.900,*testdata@rit.edu - Notepad,[enter]
2025-11-13 13:44:24.550,*testdata@rit.edu - Notepad,[shift]
2025-11-13 13:44:24.739,*testdata@rit.edu - Notepad,S
2025-11-13 13:44:24.941,*testdata@rit.edu - Notepad,e
2025-11-13 13:44:25.122,*testdata@rit.edu - Notepad,c
2025-11-13 13:44:25.255,*testdata@rit.edu - Notepad,u
2025-11-13 13:44:25.340,*testdata@rit.edu - Notepad,r
2025-11-13 13:44:25.537,*testdata@rit.edu - Notepad,e
2025-11-13 13:44:25.833,*testdata@rit.edu - Notepad,[shift]
2025-11-13 13:44:26.024,*testdata@rit.edu - Notepad,C
2025-11-13 13:44:26.730,*testdata@rit.edu - Notepad,o
2025-11-13 13:44:26.886,*testdata@rit.edu - Notepad,d
2025-11-13 13:44:27.146,*testdata@rit.edu - Notepad,[shift]
2025-11-13 13:44:27.309,*testdata@rit.edu - Notepad,I
2025-11-13 13:44:27.580,*testdata@rit.edu - Notepad,n
2025-11-13 13:44:27.903,*testdata@rit.edu - Notepad,g
2025-11-13 13:44:28.219,*testdata@rit.edu - Notepad,[shift]
2025-11-13 13:44:28.525,*testdata@rit.edu - Notepad,@
2025-11-13 13:44:29.178,*testdata@rit.edu - Notepad,0
2025-11-13 13:44:29.323,*testdata@rit.edu - Notepad,3
2025-11-13 13:44:29.379,*testdata@rit.edu - Notepad,0
2025-11-13 13:44:29.453,*testdata@rit.edu - Notepad,3
2025-11-13 13:44:29.648,*testdata@rit.edu - Notepad,2
2025-11-13 13:44:29.691,*testdata@rit.edu - Notepad,0
2025-11-13 13:44:29.820,*testdata@rit.edu - Notepad,0
2025-11-13 13:44:29.938,*testdata@rit.edu - Notepad,4
2025-11-13 13:44:56.549,Program Manager,[cmd]
2025-11-13 13:45:06.919,Search,g
2025-11-13 13:45:07.076,Search,i
2025-11-13 13:45:07.177,Search,t
2025-11-13 13:45:07.474,Search,b
2025-11-13 13:45:07.639,Search,a
2025-11-13 13:45:07.793,Search,s
2025-11-13 13:45:07.971,Search,h
2025-11-13 13:45:08.800,Search,[enter]
2025-11-13 13:45:11.832,MINGW64:/c/Users/sdvir                                                  ,c
2025-11-13 13:45:11.942,MINGW64:/c/Users/sdvir                                                  ,d
2025-11-13 13:45:12.107,MINGW64:/c/Users/sdvir                                                  ,[space]
2025-11-13 13:45:12.564,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:12.791,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:12.906,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:13.006,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:13.130,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:13.922,MINGW64:/c/Users/sdvir                                                  ,g
2025-11-13 13:45:14.058,MINGW64:/c/Users/sdvir                                                  ,i
2025-11-13 13:45:14.142,MINGW64:/c/Users/sdvir                                                  ,t
2025-11-13 13:45:14.799,MINGW64:/c/Users/sdvir                                                  ,b
2025-11-13 13:45:14.959,MINGW64:/c/Users/sdvir                                                  ,a
2025-11-13 13:45:15.032,MINGW64:/c/Users/sdvir                                                  ,n
2025-11-13 13:45:15.776,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:15.943,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:16.057,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:16.171,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:17.055,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:18.546,MINGW64:/c/Users/sdvir                                                  ,i
2025-11-13 13:45:18.775,MINGW64:/c/Users/sdvir                                                  ,t
2025-11-13 13:45:18.967,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:19.111,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:19.235,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:19.334,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:19.451,MINGW64:/c/Users/sdvir                                                  ,[backspace]
2025-11-13 13:45:20.112,MINGW64:/c/Users/sdvir                                                  ,l
2025-11-13 13:45:20.820,MINGW64:/c/Users/sdvir                                                  ,s
2025-11-13 13:45:20.977,MINGW64:/c/Users/sdvir                                                  ,[enter]
2025-11-13 13:45:24.094,MINGW64:/c/Users/sdvir                                                  ,c
2025-11-13 13:45:24.204,MINGW64:/c/Users/sdvir                                                  ,d
2025-11-13 13:45:24.325,MINGW64:/c/Users/sdvir                                                  ,[space]
2025-11-13 13:45:24.554,MINGW64:/c/Users/sdvir                                                  ,[shift]
2025-11-13 13:45:24.739,MINGW64:/c/Users/sdvir                                                  ,D
2025-11-13 13:45:25.360,MINGW64:/c/Users/sdvir                                                  ,e
2025-11-13 13:45:25.562,MINGW64:/c/Users/sdvir                                                  ,s
2025-11-13 13:45:25.917,MINGW64:/c/Users/sdvir                                                  ,k
2025-11-13 13:45:26.049,MINGW64:/c/Users/sdvir                                                  ,[tab]
2025-11-13 13:45:26.610,MINGW64:/c/Users/sdvir                                                  ,[enter]
2025-11-13 13:45:28.149,MINGW64:/c/Users/sdvir/Desktop                                                  ,m
2025-11-13 13:45:28.297,MINGW64:/c/Users/sdvir/Desktop                                                  ,k
2025-11-13 13:45:28.423,MINGW64:/c/Users/sdvir/Desktop                                                  ,d
2025-11-13 13:45:28.531,MINGW64:/c/Users/sdvir/Desktop                                                  ,i
2025-11-13 13:45:28.639,MINGW64:/c/Users/sdvir/Desktop                                                  ,r
2025-11-13 13:45:28.755,MINGW64:/c/Users/sdvir/Desktop                                                  ,[space]
2025-11-13 13:45:29.300,MINGW64:/c/Users/sdvir/Desktop                                                  ,n
2025-11-13 13:45:29.563,MINGW64:/c/Users/sdvir/Desktop                                                  ,o
2025-11-13 13:45:29.677,MINGW64:/c/Users/sdvir/Desktop                                                  ,t
2025-11-13 13:45:29.900,MINGW64:/c/Users/sdvir/Desktop                                                  ,p
2025-11-13 13:45:30.110,MINGW64:/c/Users/sdvir/Desktop                                                  ,a
2025-11-13 13:45:30.277,MINGW64:/c/Users/sdvir/Desktop                                                  ,d
2025-11-13 13:45:30.499,MINGW64:/c/Users/sdvir/Desktop                                                  ,s
2025-11-13 13:45:30.751,MINGW64:/c/Users/sdvir/Desktop                                                  ,t
2025-11-13 13:45:30.920,MINGW64:/c/Users/sdvir/Desktop                                                  ,u
2025-11-13 13:45:31.088,MINGW64:/c/Users/sdvir/Desktop                                                  ,f
2025-11-13 13:45:31.266,MINGW64:/c/Users/sdvir/Desktop                                                  ,f
2025-11-13 13:45:31.353,MINGW64:/c/Users/sdvir/Desktop                                                  ,[enter]
2025-11-13 13:45:32.303,MINGW64:/c/Users/sdvir/Desktop                                                  ,c
2025-11-13 13:45:32.458,MINGW64:/c/Users/sdvir/Desktop                                                  ,d
2025-11-13 13:45:32.605,MINGW64:/c/Users/sdvir/Desktop                                                  ,[space]
2025-11-13 13:45:33.501,MINGW64:/c/Users/sdvir/Desktop                                                  ,n
2025-11-13 13:45:34.013,MINGW64:/c/Users/sdvir/Desktop                                                  ,i
2025-11-13 13:45:34.241,MINGW64:/c/Users/sdvir/Desktop                                                  ,t
2025-11-13 13:45:34.669,MINGW64:/c/Users/sdvir/Desktop                                                  ,[backspace]
2025-11-13 13:45:34.817,MINGW64:/c/Users/sdvir/Desktop                                                  ,[backspace]
2025-11-13 13:45:35.031,MINGW64:/c/Users/sdvir/Desktop                                                  ,o
2025-11-13 13:45:35.316,MINGW64:/c/Users/sdvir/Desktop                                                  ,t
2025-11-13 13:45:35.510,MINGW64:/c/Users/sdvir/Desktop                                                  ,[tab]
2025-11-13 13:45:36.385,MINGW64:/c/Users/sdvir/Desktop                                                  ,[enter]
2025-11-13 13:45:45.599,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,v
2025-11-13 13:45:45.682,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:45:45.863,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:45:46.067,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:45:49.956,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:45:50.143,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:45:50.340,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:45:50.617,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:45:51.040,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,.
2025-11-13 13:45:51.553,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:45:51.708,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,x
2025-11-13 13:45:51.801,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:45:52.727,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[enter]
2025-11-13 13:45:54.883,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:45:56.040,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,g
2025-11-13 13:45:58.524,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:45:58.669,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:45:58.794,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,d
2025-11-13 13:45:58.839,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:45:58.990,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:45:59.199,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:45:59.237,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,r
2025-11-13 13:45:59.420,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:45:59.541,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:45:59.684,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:45:59.778,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,g
2025-11-13 13:46:00.426,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift_r]
2025-11-13 13:46:00.787,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[enter]
2025-11-13 13:46:01.310,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift_r]
2025-11-13 13:46:01.385,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[enter]
2025-11-13 13:46:02.104,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:46:02.259,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,h
2025-11-13 13:46:02.387,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:02.509,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:02.914,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,p
2025-11-13 13:46:03.027,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:03.084,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:03.251,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:03.376,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:46:03.443,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,w
2025-11-13 13:46:03.657,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,r
2025-11-13 13:46:03.814,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,d
2025-11-13 13:46:03.950,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:04.081,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,f
2025-11-13 13:46:04.174,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:46:04.247,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,r
2025-11-13 13:46:04.363,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:04.442,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:46:04.862,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[backspace]
2025-11-13 13:46:05.106,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:46:05.512,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[backspace]
2025-11-13 13:46:05.648,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[backspace]
2025-11-13 13:46:05.807,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:46:05.933,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,h
2025-11-13 13:46:06.057,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:06.160,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:06.291,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,u
2025-11-13 13:46:06.375,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:06.586,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:06.741,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,r
2025-11-13 13:46:06.884,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:46:06.989,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:07.065,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:46:07.183,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:07.267,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:07.362,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:07.449,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:46:07.552,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,d
2025-11-13 13:46:07.630,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:08.726,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,f
2025-11-13 13:46:08.788,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:46:08.949,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:46:09.037,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:09.182,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,l
2025-11-13 13:46:09.330,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:09.490,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,p
2025-11-13 13:46:09.551,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:09.707,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:09.839,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:10.011,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:46:10.055,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,w
2025-11-13 13:46:10.232,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,r
2025-11-13 13:46:10.399,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,d
2025-11-13 13:46:10.493,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:10.582,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:11.158,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[backspace]
2025-11-13 13:46:11.282,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[backspace]
2025-11-13 13:46:11.402,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:11.480,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:11.548,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:11.744,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,r
2025-11-13 13:46:12.033,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:12.266,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift_r]
2025-11-13 13:46:12.436,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,:
2025-11-13 13:46:12.790,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[enter]
2025-11-13 13:46:13.898,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,-
2025-11-13 13:46:14.322,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:18.126,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:18.411,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:46:18.614,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:46:18.822,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:46:19.211,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:19.416,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,_
2025-11-13 13:46:19.827,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:46:20.187,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:20.459,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,t
2025-11-13 13:46:20.695,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,s
2025-11-13 13:46:20.935,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,k
2025-11-13 13:46:21.353,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,u
2025-11-13 13:46:21.682,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:22.181,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:22.214,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:22.249,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:22.263,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,@
2025-11-13 13:46:22.899,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,g
2025-11-13 13:46:23.064,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:46:23.226,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:23.322,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:46:23.528,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,l
2025-11-13 13:46:23.821,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,.
2025-11-13 13:46:24.128,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,c
2025-11-13 13:46:24.258,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:46:24.457,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,m
2025-11-13 13:46:25.025,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[space]
2025-11-13 13:46:25.170,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[tab]
2025-11-13 13:46:26.842,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.342,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.374,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.408,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.468,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.475,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.508,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.540,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.574,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.608,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.640,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.674,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.707,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.791,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.792,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.807,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.841,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.887,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.944,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.945,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.974,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:27.983,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,N
2025-11-13 13:46:28.486,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:28.927,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:46:29.046,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,a
2025-11-13 13:46:29.187,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,n
2025-11-13 13:46:29.472,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:29.868,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,N
2025-11-13 13:46:30.133,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,o
2025-11-13 13:46:30.282,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,i
2025-11-13 13:46:30.360,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,c
2025-11-13 13:46:30.440,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,e
2025-11-13 13:46:31.032,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[shift]
2025-11-13 13:46:31.295,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,@
2025-11-13 13:46:31.648,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,3
2025-11-13 13:46:31.855,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,4
2025-11-13 13:46:32.027,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,5
2025-11-13 13:46:32.256,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,2
2025-11-13 13:46:32.594,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,0
2025-11-13 13:46:32.711,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,3
2025-11-13 13:46:32.799,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,9
2025-11-13 13:46:32.945,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,5
2025-11-13 13:46:33.715,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[enter]
2025-11-13 13:46:35.740,MINGW64:/c/Users/sdvir/Desktop/notpadstuff                                                  ,[esc]
